emp_no,first_name,last_name,dept_name,from_date,to_date
284050,Haldon,Maginnis,Development,2002-02-21,9999-01-01
284056,Tze,Ambroszkiewicz,Development,1986-05-27,9999-01-01
284064,Takahiro,Gill,Marketing,1990-10-14,9999-01-01
284067,Radhika,Gruenwald,Quality Management,1988-12-22,9999-01-01
284073,Kazunori,Marakhovsky,Production,1985-08-04,9999-01-01
284077,Sahrah,Wilharm,Finance,1989-06-14,9999-01-01
284079,Roddy,Himler,Sales,1989-08-22,9999-01-01
284081,Deniz,Kampfer,Sales,1999-02-17,9999-01-01
284083,Kannan,Ritcey,Sales,1989-03-25,9999-01-01
284084,Nakhoon,Hockney,Development,1990-09-19,9999-01-01
284087,Anoosh,Sullins,Production,1987-06-10,9999-01-01
284088,Katsuyuki,DasSarma,Development,1993-04-13,9999-01-01
284091,Jianhua,Kranzdorf,Customer Service,1988-02-19,9999-01-01
284095,Tran,Siochi,Marketing,1995-01-23,9999-01-01
284099,Masali,Gluchowski,Development,1989-11-08,9999-01-01
284102,Conrado,Basart,Development,1995-04-20,9999-01-01
284106,Tamiya,Brickell,Production,1994-04-04,9999-01-01
284108,Jinxi,Kalloufi,Development,1993-12-13,9999-01-01
284118,Toshimo,Lorho,Development,1987-03-05,9999-01-01
284119,Baoqiu,Rathonyi,Quality Management,1996-06-30,9999-01-01
284140,Sungwon,Anguita,Human Resources,1997-09-21,9999-01-01
284145,Herb,Cronan,Development,2000-12-20,9999-01-01
284146,Jouni,Peot,Production,1985-05-15,9999-01-01
284150,Along,Bail,Research,1990-03-22,9999-01-01
284152,Katsuyuki,Acton,Development,1990-01-25,9999-01-01
284155,Xiping,Puppe,Production,1985-02-06,9999-01-01
284156,Nechama,Ananiadou,Development,1986-04-14,9999-01-01
284158,Sumant,Legleitner,Finance,1989-01-08,9999-01-01
284159,Keung,Talmor,Production,1996-11-17,9999-01-01
284163,JoAnna,Cromarty,Quality Management,2002-04-04,9999-01-01
284165,Bezalel,Ratzlaff,Development,1998-09-16,9999-01-01
284167,Abdelghani,Merle,Customer Service,1990-05-08,9999-01-01
284171,Pohua,Sudkamp,Finance,1998-10-10,9999-01-01
284173,Sarita,Cools,Production,1991-04-20,9999-01-01
284178,Zejun,Lung,Production,1986-06-29,9999-01-01
284184,Sahrah,Pero,Sales,1991-11-29,9999-01-01
284195,Mona,Bouloucos,Sales,1993-09-01,9999-01-01
284196,Parto,Krichel,Development,1994-10-13,9999-01-01
284197,Dinah,Dalphin,Production,1992-05-15,9999-01-01
284198,Fei,Miake,Finance,1986-02-24,9999-01-01
284201,Shmuel,Gils,Production,1989-02-26,9999-01-01
284203,Subhankar,Weisert,Sales,1994-04-16,9999-01-01
284204,Uli,Lienhardt,Finance,1991-04-05,9999-01-01
284205,Valter,Falco,Development,1997-06-05,9999-01-01
284210,Dante,Weisert,Production,1987-02-27,9999-01-01
284211,Kiyokazu,Baek,Customer Service,1989-03-14,9999-01-01
284212,Candida,Pollacia,Production,1993-09-01,9999-01-01
284225,Val,Pulkowski,Sales,1997-01-19,9999-01-01
284228,Fuqing,Pelc,Sales,1993-12-08,9999-01-01
284234,Yongmin,Rullman,Research,1986-07-20,9999-01-01
284235,Barna,Stentiford,Development,1993-08-26,9999-01-01
284243,Pohua,Chorvat,Development,1986-08-17,9999-01-01
284246,Zijian,Poujol,Customer Service,1998-04-22,9999-01-01
284247,Slavian,Cummings,Research,1999-08-11,9999-01-01
284248,Uta,Thimonier,Finance,1991-04-27,9999-01-01
284250,Munehiko,Baby,Development,1999-10-21,9999-01-01
284253,Shrikanth,Papsdorf,Production,1986-04-05,9999-01-01
284263,Phuoc,Juneja,Sales,1997-06-24,9999-01-01
284264,Kayoko,Jarecki,Development,1988-03-28,9999-01-01
284265,Christoph,Lubachevsky,Sales,1987-08-09,9999-01-01
284271,Kwan,Danecki,Development,1995-11-27,9999-01-01
284272,Kwee,Jayawardene,Research,1998-09-30,9999-01-01
284278,Katsuyuki,Leppanen,Research,1987-10-12,9999-01-01
284304,Nirmal,Malabarba,Research,2002-02-03,9999-01-01
284306,Katsuyuki,Birrer,Production,1985-09-09,9999-01-01
284321,Sasan,Pintelas,Finance,1999-06-01,9999-01-01
284324,Sajjad,Weedon,Marketing,1993-11-10,9999-01-01
284327,Kwangyoen,Emmerich,Development,1989-11-26,9999-01-01
284334,Alper,Stifter,Development,1986-09-18,9999-01-01
284336,Yechiam,Gornas,Development,1987-01-17,9999-01-01
284341,Krister,Matzov,Human Resources,1999-06-18,9999-01-01
284342,Mahmut,Dulin,Quality Management,1999-06-12,9999-01-01
284343,Jeanne,Velardi,Development,1996-12-09,9999-01-01
284354,Xiaopeng,Pileggi,Production,1996-02-26,9999-01-01
284359,Shaowen,Warwick,Research,1987-10-08,9999-01-01
284360,Kwun,Sommen,Research,1992-08-11,9999-01-01
284370,Goncalo,Douceur,Sales,1997-06-19,9999-01-01
284385,Xiaocheng,Marletta,Sales,1999-04-09,9999-01-01
284386,Kinh,Slobodova,Customer Service,2001-02-24,9999-01-01
284391,Berto,Bennet,Production,1987-12-31,9999-01-01
284393,Ronghao,Passafiume,Development,1991-08-15,9999-01-01
284394,Collette,Fontet,Quality Management,1987-12-15,9999-01-01
284397,Yuqun,Cunliffe,Production,2000-10-28,9999-01-01
284401,Xiaoqiang,Georgatos,Sales,1989-11-05,9999-01-01
284405,Claudi,Yemenis,Human Resources,1995-07-25,9999-01-01
284411,True,Lorin,Production,1985-06-25,9999-01-01
284416,Uinam,Clouatre,Production,1998-05-18,9999-01-01
284423,Sudharsan,Szmurlo,Sales,1986-03-06,9999-01-01
284429,Berna,Uludag,Production,1993-06-30,9999-01-01
284432,Luigi,Ishibashi,Quality Management,1992-09-07,9999-01-01
284434,Kazunori,Bellmore,Production,1995-12-29,9999-01-01
284439,Bodh,Savasere,Research,1998-07-16,9999-01-01
284440,Hugo,Buescher,Development,1998-08-29,9999-01-01
284441,Guenter,England,Production,1998-05-22,9999-01-01
284442,Lokesh,Stellhorn,Sales,1993-11-02,9999-01-01
284444,Joydip,Pietracaprina,Development,1994-07-29,9999-01-01
284445,Mani,Eldridge,Marketing,2001-03-26,9999-01-01
284449,Berna,McFarlin,Finance,1989-02-20,9999-01-01
284454,Ravishankar,Leppanen,Quality Management,1987-10-22,9999-01-01
284457,Eric,Luders,Marketing,1992-03-22,9999-01-01
284459,Souichi,Waeselynck,Production,1988-11-25,9999-01-01
284465,Aria,Rosiles,Development,1998-12-18,9999-01-01
284474,Mona,Petersohn,Marketing,1998-12-17,9999-01-01
284475,Sukumar,Garnier,Production,1991-01-04,9999-01-01
284484,Zhenhua,Stamatiou,Production,1991-02-03,9999-01-01
284485,Rosalyn,Comellas,Development,1994-01-20,9999-01-01
284491,Luerbio,Schade,Development,1990-01-28,9999-01-01
284492,Armond,Birsak,Sales,1987-09-19,9999-01-01
284502,Honglan,Siprelle,Production,1997-06-07,9999-01-01
284507,Mansur,Litzler,Development,1998-12-21,9999-01-01
284516,Anyuan,Borstler,Development,1987-09-24,9999-01-01
284517,Mihalis,Jonsson,Production,1994-05-13,9999-01-01
284523,Dines,Rosenbaum,Development,1996-04-30,9999-01-01
284527,Srinidhi,Szilard,Human Resources,1989-04-01,9999-01-01
284529,Berry,Danlos,Research,1998-11-19,9999-01-01
284530,Almudena,Borstler,Development,1994-03-23,9999-01-01
284535,Tianruo,Zielinski,Development,1994-10-20,9999-01-01
284537,Richara,Perry,Production,1993-02-05,9999-01-01
284538,Joydip,Leaver,Quality Management,1990-07-20,9999-01-01
284546,Sadok,Ouhyoung,Production,1991-04-08,9999-01-01
284548,Erzsebet,Boudaillier,Development,1999-05-15,9999-01-01
284550,Kolar,Gimbel,Development,1996-10-15,9999-01-01
284552,Manton,Lortz,Production,1998-09-01,9999-01-01
284559,Danny,Sooriamurthi,Development,1985-12-07,9999-01-01
284560,Adin,Valiente,Sales,1996-05-22,9999-01-01
284572,Piyush,Luan,Human Resources,1988-07-07,9999-01-01
284573,Fei,Siksek,Development,1987-09-06,9999-01-01
284579,Paddy,Kambil,Customer Service,1986-01-05,9999-01-01
284580,Sreenivas,Quittner,Production,1996-12-24,9999-01-01
284582,Cullen,Gils,Human Resources,1990-06-09,9999-01-01
284584,Suvo,Wegerle,Development,1988-01-02,9999-01-01
284587,Basil,Siegrist,Research,2000-02-13,9999-01-01
284588,Erzsebet,Braunschweig,Sales,1996-03-02,9999-01-01
284589,Ult,Kaiserswerth,Research,1986-02-12,9999-01-01
284592,Angus,Montresor,Customer Service,1999-09-20,9999-01-01
284593,Torsten,Merks,Finance,1986-08-12,9999-01-01
284594,Sahrah,Rouquie,Sales,1993-05-26,9999-01-01
284599,Sven,Bahk,Production,1994-01-23,9999-01-01
284602,Bojan,Champarnaud,Marketing,1988-04-21,9999-01-01
284603,Zijian,Besselaar,Customer Service,1987-09-23,9999-01-01
284617,Zhanqiu,Pell,Production,1988-10-18,9999-01-01
284622,Deborah,Worfolk,Research,1988-12-14,9999-01-01
284624,Evgueni,Vuskovic,Marketing,1999-02-27,9999-01-01
284627,Werner,Itzfeldt,Customer Service,1995-02-22,9999-01-01
284631,Alois,Kieras,Finance,1985-07-28,9999-01-01
284635,Hongzhu,Rodite,Development,1988-07-04,9999-01-01
284637,Odoardo,Avouris,Human Resources,1987-02-19,9999-01-01
284639,Marlo,Piveteau,Finance,2001-09-30,9999-01-01
284642,Karlis,Vandervoorde,Research,1995-12-20,9999-01-01
284652,Pranas,Compeau,Development,1986-10-02,9999-01-01
284654,Becky,Decleir,Development,1985-03-26,9999-01-01
284655,Mohd,Nanard,Sales,1985-09-13,9999-01-01
284657,Ipke,Chaudhury,Research,1991-02-22,9999-01-01
284662,Mrinalini,Schahn,Research,1986-07-20,9999-01-01
284663,Ronnie,Cheshire,Quality Management,1993-05-04,9999-01-01
284667,Jacqueline,Menhardt,Sales,1989-11-29,9999-01-01
284669,Genevieve,Tagansky,Quality Management,1999-01-30,9999-01-01
284670,Steen,Rissanen,Production,1990-05-02,9999-01-01
284673,Maia,Ghandeharizadeh,Development,1990-07-09,9999-01-01
284674,Krassimir,Monarch,Sales,1988-01-01,9999-01-01
284682,Gad,Rabejac,Marketing,1995-01-30,9999-01-01
284692,Jagoda,Cannata,Human Resources,1992-09-21,9999-01-01
284696,Rasikan,Basart,Human Resources,1994-09-16,9999-01-01
284699,Tommaso,Biros,Production,2001-10-02,9999-01-01
284705,Gila,Anandan,Production,1987-04-05,9999-01-01
284710,Randy,Gniady,Human Resources,1992-06-21,9999-01-01
284714,Sadok,Mitchem,Development,1998-12-28,9999-01-01
284720,Heping,Falster,Sales,1991-07-30,9999-01-01
284726,Yongmao,Christ,Production,1997-09-16,9999-01-01
284728,Aris,Legleitner,Human Resources,1986-10-13,9999-01-01
284730,Harngdar,Constantine,Research,1997-11-26,9999-01-01
284733,Kirk,Whitcomb,Production,1999-01-06,9999-01-01
284738,Shay,Lichtman,Development,1991-01-23,9999-01-01
284745,Arno,Jeong,Human Resources,1998-01-19,9999-01-01
284746,Torsten,Dusink,Development,2001-12-26,9999-01-01
284748,Jayson,Ozeki,Marketing,1994-06-29,9999-01-01
284752,Aemilian,Schaad,Finance,1987-10-09,9999-01-01
284758,Odoardo,Krichel,Sales,1993-04-03,9999-01-01
284762,Chinho,Akiyama,Development,1988-10-10,9999-01-01
284763,Danco,Katzenelson,Research,1996-06-03,9999-01-01
284774,Genta,Vural,Finance,1997-05-16,9999-01-01
284780,Mingdong,Journel,Production,1989-01-17,9999-01-01
284782,Wojceich,Baaz,Marketing,1996-04-07,9999-01-01
284783,Shahab,Assaf,Quality Management,1986-02-15,9999-01-01
284785,Seshu,Vilarrasa,Customer Service,1999-11-05,9999-01-01
284786,Wojceich,Piveteau,Human Resources,1994-04-25,9999-01-01
284789,Hugo,Pulkowski,Development,1994-08-19,9999-01-01
284797,Fumitaka,Fritzsche,Development,1993-03-01,9999-01-01
284799,Goa,Danlos,Production,1995-05-10,9999-01-01
284802,Dinkar,Heystek,Finance,1986-04-20,9999-01-01
284805,Kyoichi,Yavatkar,Production,1998-09-29,9999-01-01
284809,Tru,Danner,Development,1996-04-30,9999-01-01
284812,Arco,Erie,Development,1992-01-28,9999-01-01
284818,Aron,Lortz,Development,1989-02-12,9999-01-01
284821,Charlene,Gadepally,Sales,1989-12-31,9999-01-01
284822,Aiichiro,Dayang,Quality Management,1989-11-26,9999-01-01
284824,Nahum,Ligten,Sales,1996-03-21,9999-01-01
284828,Danil,Iacovou,Sales,1991-01-29,9999-01-01
284830,Stafford,Luff,Sales,1987-06-04,9999-01-01
284832,Sashi,Cullers,Production,1991-08-14,9999-01-01
284834,Doowon,Rohrbach,Customer Service,1986-08-16,9999-01-01
284839,Fatemeh,Giaccio,Development,1991-12-14,9999-01-01
284847,Shugo,Seghrouchni,Development,1990-11-17,9999-01-01
284851,Valter,Genther,Quality Management,1998-02-09,9999-01-01
284859,Alassane,Krogh,Production,1991-09-26,9999-01-01
284865,Dipankar,Siprelle,Development,1990-10-09,9999-01-01
284874,Vidar,Langford,Development,1987-07-21,9999-01-01
284876,Kwun,Lorys,Development,1998-05-05,9999-01-01
284880,Bartek,Maksimenko,Quality Management,1992-03-13,9999-01-01
284883,Pohua,Marrevee,Development,1988-06-20,9999-01-01
284896,Tsuneo,Mateescu,Development,1985-12-26,9999-01-01
284905,Bingning,Koshino,Development,1987-02-05,9999-01-01
284906,Alagu,Jervis,Customer Service,1989-08-21,9999-01-01
284907,Boalin,Erez,Sales,1996-11-08,9999-01-01
284910,Uwe,Streng,Marketing,1993-08-06,9999-01-01
284912,Nigel,Seghrouchni,Human Resources,1990-06-25,9999-01-01
284916,Mohit,Danley,Marketing,1999-01-24,9999-01-01
284921,Hercules,Narahara,Human Resources,1993-12-17,9999-01-01
284923,Karoline,Servieres,Finance,1997-10-02,9999-01-01
284924,Nevin,Weisert,Research,1995-12-09,9999-01-01
284928,Eldridge,Bressoud,Production,1999-07-17,9999-01-01
284931,Kenroku,Calkin,Customer Service,1992-01-13,9999-01-01
284935,Shaw,Sadowski,Production,1993-06-03,9999-01-01
284937,Rimli,Atrawala,Production,1996-03-10,9999-01-01
284940,Sachio,Douceur,Sales,1994-11-15,9999-01-01
284946,Munenori,Halloran,Development,1992-01-04,9999-01-01
284947,Martial,Vidal,Sales,1986-08-14,9999-01-01
284961,Branimir,Hardjono,Development,1991-06-22,9999-01-01
284965,Kristof,Camurati,Production,1988-09-24,9999-01-01
284966,Chriss,Ritzmann,Development,1997-11-25,9999-01-01
284973,Krassimir,Ramsak,Customer Service,2000-01-02,9999-01-01
284978,Toong,Conta,Sales,1988-07-30,9999-01-01
284981,Anwar,Takkinen,Development,1991-02-09,9999-01-01
284984,Masali,Fioravanti,Sales,1990-04-01,9999-01-01
284987,Xianlong,Motley,Finance,1990-04-17,9999-01-01
284990,Froduald,Theuretzbacher,Sales,1993-03-14,9999-01-01
284991,Morris,Reeken,Finance,1994-09-07,9999-01-01
284992,Toshiki,Schaft,Development,1988-02-19,9999-01-01
284994,Gal,Georgakopoulos,Customer Service,1999-02-06,9999-01-01
284995,Dulce,Varley,Customer Service,1991-08-22,9999-01-01
285001,Mori,Coney,Sales,1992-05-31,9999-01-01
285002,Turgut,Ranai,Production,1996-07-06,9999-01-01
285003,Phillip,Bonifati,Development,1999-08-01,9999-01-01
285005,Christoph,Litecky,Development,1992-05-24,9999-01-01
285008,Bodh,Magliocco,Production,1992-12-16,9999-01-01
285012,Subhash,Hoppenstand,Production,1998-12-03,9999-01-01
285015,Gudjon,Tetzlaff,Production,1991-09-13,9999-01-01
285016,Sarita,Rosca,Production,1993-03-22,9999-01-01
285017,Hideyuki,Tibblin,Production,1993-09-23,9999-01-01
285022,Somnath,Speer,Finance,1998-12-02,9999-01-01
285025,Otmar,Kuszyk,Customer Service,1988-09-14,9999-01-01
285032,Kristina,Gulik,Production,1994-01-20,9999-01-01
285038,Eran,Hashii,Development,1992-08-26,9999-01-01
285039,Junichi,Kitsuregawa,Production,1992-10-29,9999-01-01
285044,Kokou,Norsworthy,Development,1992-04-14,9999-01-01
285047,Sashi,Bail,Research,1999-01-01,9999-01-01
285056,Sanjoy,Demos,Production,1991-07-12,9999-01-01
285057,Georgi,Edelhoff,Production,1988-02-13,9999-01-01
285058,Shalesh,Siksek,Development,1995-10-09,9999-01-01
285061,Babette,Baja,Sales,1987-03-02,9999-01-01
285065,Adas,Hitomi,Development,1985-08-08,9999-01-01
285068,Genta,Felcyn,Development,1995-11-07,9999-01-01
285070,Juyoung,Schaap,Sales,1997-12-19,9999-01-01
285076,Gladys,Melichar,Development,1999-11-25,9999-01-01
285077,Berna,Hofman,Production,1987-07-31,9999-01-01
285081,Yuguang,Frijda,Development,1991-02-08,9999-01-01
285082,Aral,Rodite,Development,1998-11-15,9999-01-01
285085,Jouni,Rosch,Development,1992-05-18,9999-01-01
285087,Masako,Badache,Sales,1999-10-13,9999-01-01
285096,Valter,Gist,Production,1993-04-30,9999-01-01
285097,Serap,Shiratori,Customer Service,1987-07-04,9999-01-01
285106,Cedric,Siepmann,Production,1988-06-04,9999-01-01
285109,Genki,Munos,Research,1996-05-22,9999-01-01
285127,Marla,Lindenbaum,Finance,1988-10-15,9999-01-01
285129,Zhonghua,Nitto,Customer Service,1999-04-10,9999-01-01
285134,Randi,Decaestecker,Sales,1990-06-30,9999-01-01
285137,Bluma,Ohori,Quality Management,2001-11-15,9999-01-01
285138,Bodo,Griswold,Quality Management,1994-01-24,9999-01-01
285146,Sachio,Birke,Customer Service,1986-08-31,9999-01-01
285148,Ekawit,Keohane,Finance,1994-03-06,9999-01-01
285150,Zejun,Chinal,Finance,1985-12-01,9999-01-01
285158,Manton,Feldhoffer,Customer Service,1997-08-29,9999-01-01
285161,Lihong,Sommer,Development,1985-07-28,9999-01-01
285162,Suzette,Riefers,Production,1997-04-14,9999-01-01
285165,Peer,Rajcani,Development,1993-08-22,9999-01-01
285172,Ute,Schwartzburd,Quality Management,1992-07-06,9999-01-01
285178,Valdiodio,Stanfel,Quality Management,1988-08-12,9999-01-01
285180,Abdulah,Baby,Development,1995-08-18,9999-01-01
285184,Ingmar,Lamba,Human Resources,1999-04-27,9999-01-01
285189,Yongqiao,Roccetti,Production,1991-06-30,9999-01-01
285193,Ayakannu,Luga,Marketing,1988-04-11,9999-01-01
285198,Shaleah,Nastansky,Quality Management,1996-07-15,9999-01-01
285203,Domenick,Hasenauer,Customer Service,1987-11-15,9999-01-01
285204,Juichirou,Szmurlo,Production,1997-06-01,9999-01-01
285207,Charmane,Seuren,Development,1985-09-30,9999-01-01
285214,Brigham,Biron,Production,1997-12-20,9999-01-01
285215,Feipei,Ishibashi,Marketing,1993-06-26,9999-01-01
285216,Maria,Motley,Production,1989-03-07,9999-01-01
285223,Alois,Pusterhofer,Production,1985-06-19,9999-01-01
285226,Adib,Schonegge,Quality Management,1993-09-18,9999-01-01
285228,Menkae,Whittlesey,Development,1994-01-19,9999-01-01
285232,Chaitali,Griswold,Development,2000-01-02,9999-01-01
285236,Nigel,Erni,Human Resources,1993-09-17,9999-01-01
285237,Barun,Sgarro,Production,1993-04-08,9999-01-01
285239,Akhilish,Leivant,Marketing,1995-10-02,9999-01-01
285243,Lakshmi,Vieth,Marketing,1995-06-30,9999-01-01
285244,Suvo,Kaelbling,Human Resources,1990-10-19,9999-01-01
285250,Radhia,Lorho,Production,1992-01-17,9999-01-01
285256,Ayonca,Brendel,Production,1995-01-24,9999-01-01
285262,Xiaocheng,Schaaf,Marketing,1997-11-05,9999-01-01
285267,Qunsheng,Vingron,Sales,1990-05-19,9999-01-01
285268,Berto,Valtorta,Development,1987-09-07,9999-01-01
285271,Marjo,Esteva,Production,1995-10-10,9999-01-01
285272,Herbert,Aseltine,Finance,1988-11-21,9999-01-01
285280,Kotesh,Boreale,Quality Management,1998-07-17,9999-01-01
285291,Rafael,McAlpine,Marketing,1994-06-19,9999-01-01
285293,Radhika,Schusler,Development,1996-08-14,9999-01-01
285294,Sorina,Kitai,Production,1994-06-24,9999-01-01
285296,Nathalie,Heiserman,Development,1997-12-03,9999-01-01
285297,Huai,Czap,Quality Management,1987-12-10,9999-01-01
285299,Chaoyi,Bierman,Quality Management,1996-05-27,9999-01-01
285300,Morris,Fiebach,Production,2001-03-26,9999-01-01
285302,Duangkaew,Guerreiro,Sales,1992-08-11,9999-01-01
285303,Premsyl,Kroft,Production,1993-08-10,9999-01-01
285304,Bezalel,Pagter,Sales,1993-05-02,9999-01-01
285308,Domenico,Miake,Sales,1989-07-24,9999-01-01
285310,Shaibal,Camurati,Customer Service,1997-06-07,9999-01-01
285311,Herbert,Sullins,Production,2001-07-18,9999-01-01
285313,Indrajit,Cardazo,Sales,1989-02-11,9999-01-01
285326,Adit,Chenney,Human Resources,1998-08-02,9999-01-01
285331,Kagan,Winter,Development,1996-05-08,9999-01-01
285332,Abdelaziz,Chaudhury,Sales,1991-07-20,9999-01-01
285333,Manibrata,Dichev,Development,1999-10-09,9999-01-01
285342,Nevio,Velasco,Production,1998-02-09,9999-01-01
285345,Gennady,Peak,Quality Management,1996-05-14,9999-01-01
285348,Jianhui,Bardell,Production,1996-05-24,9999-01-01
285350,Behnaam,Ramaiah,Sales,1993-05-17,9999-01-01
285353,Mark,Radivojevic,Sales,1993-02-22,9999-01-01
285367,Jaewoo,Maginnis,Research,1997-06-02,9999-01-01
285369,Beshir,Iisaka,Production,2000-05-24,9999-01-01
285371,Hitomi,Frolund,Sales,1998-10-19,9999-01-01
285378,Ymte,Jarecki,Customer Service,1998-04-29,9999-01-01
285381,Jinya,Callaway,Sales,1998-10-24,9999-01-01
285393,Carrsten,Kaelbling,Sales,1995-12-03,9999-01-01
285400,Aluzio,Pollock,Development,1989-05-02,9999-01-01
285403,Arvin,Narahara,Customer Service,2000-11-20,9999-01-01
285407,Dipayan,Socorro,Sales,1989-08-11,9999-01-01
285411,Shan,Rusterholz,Sales,1993-07-20,9999-01-01
285412,Lucian,Farris,Customer Service,2000-11-12,9999-01-01
285415,Chikako,Setlzner,Sales,1995-10-31,9999-01-01
285416,Pranav,Nivat,Human Resources,1995-02-07,9999-01-01
285417,Taizo,Talmor,Customer Service,1999-08-11,9999-01-01
285421,Kamran,Aamodt,Customer Service,1997-01-12,9999-01-01
285426,Richard,Basart,Production,1994-03-01,9999-01-01
285429,Amabile,Kavvadias,Development,1986-11-12,9999-01-01
285437,Toshiko,Jumpertz,Research,1985-10-21,9999-01-01
285440,Jeane,Lakshmanan,Sales,1998-03-26,9999-01-01
285442,Christoph,Benaini,Finance,1991-03-03,9999-01-01
285444,Kiyomitsu,Kornatzky,Production,1997-05-09,9999-01-01
285447,JoAnne,Bottner,Production,1997-03-04,9999-01-01
285465,Kiyotoshi,Takanami,Development,1992-03-09,9999-01-01
285470,Gill,Turnbull,Sales,1985-09-25,9999-01-01
285472,Wonhee,Grandbois,Development,1989-07-03,9999-01-01
285491,Oguz,Conia,Finance,1985-04-29,9999-01-01
285494,Goncalo,Reeker,Development,1992-02-20,9999-01-01
285495,Shahaf,Fontan,Research,1998-04-28,9999-01-01
285510,Kiyotoshi,Peck,Research,1989-07-23,9999-01-01
285513,Adin,Kamber,Quality Management,1989-10-02,9999-01-01
285514,Bikash,Azevdeo,Sales,1989-11-13,9999-01-01
285515,Heeju,Highland,Sales,1991-04-26,9999-01-01
285523,Woody,Picco,Development,1987-12-23,9999-01-01
285524,Anoosh,Gimbel,Sales,1987-08-25,9999-01-01
285526,Babette,Werthner,Sales,1989-03-18,9999-01-01
285528,Eric,Ressouche,Production,2002-01-14,9999-01-01
285534,Tran,Kulisch,Human Resources,1990-11-15,9999-01-01
285536,Ronghao,Basawa,Human Resources,1999-12-27,9999-01-01
285538,Rafael,Raoux,Sales,1997-09-05,9999-01-01
285545,Fumiyo,Uhrig,Sales,1997-08-20,9999-01-01
285548,Zhensheng,Ranum,Customer Service,1995-01-22,9999-01-01
285550,Jamaludin,Moehrke,Customer Service,1992-05-19,9999-01-01
285551,Zita,Erie,Sales,1985-03-14,9999-01-01
285554,Ziyad,Brandsma,Customer Service,1995-06-17,9999-01-01
285559,Sanjai,Boguraev,Sales,1998-05-07,9999-01-01
285560,Shigehito,Barinka,Development,1987-07-19,9999-01-01
285564,Niteen,Schwartzbauer,Production,1991-06-05,9999-01-01
285565,Shigeaki,Schonegge,Development,1986-08-30,9999-01-01
285572,Huiqun,Monarch,Development,1987-07-03,9999-01-01
285578,Kolar,Glinert,Production,1996-11-22,9999-01-01
285590,Kannan,Conia,Research,1999-11-23,9999-01-01
285591,Tremaine,Kropatsch,Sales,1995-01-09,9999-01-01
285592,Kensyu,Beeson,Human Resources,1985-12-01,9999-01-01
285594,Golgen,Irland,Sales,1993-07-14,9999-01-01
285596,Adin,Zaumen,Development,1991-02-13,9999-01-01
285601,Guiseppe,Christianini,Sales,1991-03-28,9999-01-01
285602,Mari,Menhardt,Human Resources,1991-11-16,9999-01-01
285609,Tetsushi,Uludag,Sales,1988-07-06,9999-01-01
285610,Radhakrishnan,McClure,Customer Service,1992-07-15,9999-01-01
285614,Aram,Gubsky,Production,1991-06-16,9999-01-01
285622,Venkatesan,Speek,Finance,1987-09-25,9999-01-01
285623,Kenroku,Haraldson,Marketing,1985-07-31,9999-01-01
285627,Dzung,Foong,Marketing,1990-03-23,9999-01-01
285630,Mariusz,Vernadat,Finance,2000-11-04,9999-01-01
285637,Surveyors,Crelier,Sales,1991-08-26,9999-01-01
285639,Xinyu,Harbusch,Production,1993-12-21,9999-01-01
285640,Krassimir,Bernick,Marketing,1991-05-08,9999-01-01
285641,Naraig,Reghbati,Human Resources,1991-07-09,9999-01-01
285643,Dulce,Rusterholz,Development,2000-01-07,9999-01-01
285644,Duri,Schnelling,Production,1996-10-26,9999-01-01
285649,Gian,Ranai,Production,2002-01-27,9999-01-01
285650,Gal,Itzigehl,Production,1992-04-06,9999-01-01
285652,Tomokazu,Gewali,Production,1988-12-08,9999-01-01
285654,Ashish,Haldar,Production,1988-09-03,9999-01-01
285658,Garnik,Merkl,Research,2001-06-14,9999-01-01
285659,Mabhin,Lorys,Sales,1986-10-23,9999-01-01
285661,Spyrose,Beilner,Finance,1987-06-07,9999-01-01
285663,Chriss,Giveon,Finance,1994-02-16,9999-01-01
285664,Satyanarayana,Nannarelli,Development,1991-10-02,9999-01-01
285670,Arvin,Segond,Production,1994-03-16,9999-01-01
285673,Arnould,Chaudhury,Development,1986-11-24,9999-01-01
285675,Deborah,Orsini,Sales,1999-07-28,9999-01-01
285677,Tsutomu,Luke,Development,1987-06-16,9999-01-01
285680,Younwoo,Lieberherr,Quality Management,1987-01-22,9999-01-01
285688,Xinan,Itzfeldt,Human Resources,1988-04-03,9999-01-01
285696,IEEE,Thiran,Development,1989-05-28,9999-01-01
285702,Kasturi,Luft,Production,1989-09-19,9999-01-01
285703,Rosalyn,Ramras,Human Resources,1991-11-10,9999-01-01
285710,Yucai,Wendorf,Development,2001-04-28,9999-01-01
285717,Randy,Hiroyama,Sales,1992-09-29,9999-01-01
285718,Moheb,Ponthieu,Development,1997-01-03,9999-01-01
285722,Shrikanth,Dratva,Development,1987-12-05,9999-01-01
285728,Charlene,Papastamatiou,Marketing,1987-05-29,9999-01-01
285735,Edwin,Stenning,Development,1993-10-18,9999-01-01
285738,Paddy,Erni,Sales,1992-02-24,9999-01-01
285741,Kitty,Raney,Human Resources,1985-09-20,9999-01-01
285743,Gretta,DasSarma,Development,1998-12-23,9999-01-01
285747,Berry,Zuberek,Production,1988-07-12,9999-01-01
285749,Terresa,Jeong,Development,1985-11-20,9999-01-01
285758,Maha,Ritzmann,Quality Management,1986-06-02,9999-01-01
285760,Vatsa,Perko,Human Resources,1993-06-09,9999-01-01
