emp_no,first_name,last_name,birth_date,from_date,to_date,dept_name
241292,Uri,Lampe,1965-01-29,2001-12-11,9999-01-01,Customer Service
241567,Emran,Miara,1965-01-18,1989-05-02,9999-01-01,Development
241667,Atilio,Olivero,1965-01-28,1985-09-04,9999-01-01,Production
241728,Limsoon,Boudaillier,1965-01-30,1999-08-08,9999-01-01,Customer Service
241872,Bluma,Fetvedt,1965-01-11,2001-11-14,9999-01-01,Development
242019,Herb,Murrill,1965-01-09,2001-10-28,9999-01-01,Production
242081,Tomokazu,Pargas,1965-01-12,1996-11-15,9999-01-01,Production
242104,Richara,Sudkamp,1965-01-05,1989-09-05,9999-01-01,Marketing
242500,Bingning,Iisaku,1965-01-08,1989-06-26,9999-01-01,Sales
242800,Kazuyasu,Levergood,1965-01-11,1996-02-10,9999-01-01,Development
243018,Bowen,Deverell,1965-01-02,1998-12-27,9999-01-01,Marketing
243077,Kazunori,Perz,1965-02-01,1999-02-25,9999-01-01,Production
243576,Abdulah,Lodder,1965-01-04,1996-11-10,9999-01-01,Sales
243637,Marjo,Delgrange,1965-01-16,1990-06-24,9999-01-01,Marketing
243898,Arch,Basawa,1965-01-09,1998-05-10,9999-01-01,Marketing
244308,Mokhtar,Rebaine,1965-01-10,1991-07-23,9999-01-01,Marketing
244605,Masoud,Suwa,1965-01-22,1998-10-10,9999-01-01,Finance
244624,Boaz,Seuren,1965-01-31,1987-03-27,9999-01-01,Research
244711,Rosli,Butner,1965-01-25,1991-03-20,9999-01-01,Production
244714,Poorav,Clouatre,1965-01-27,1996-05-06,9999-01-01,Production
244820,Shigenori,Hertweck,1965-01-15,1987-04-13,9999-01-01,Development
244873,Arunachalam,Oppitz,1965-01-04,1986-05-20,9999-01-01,Sales
245164,Filipp,Winter,1965-01-23,1996-10-24,9999-01-01,Production
245396,Gift,Bottner,1965-01-31,1995-03-04,9999-01-01,Human Resources
245664,Manohar,Kilgore,1965-01-18,1998-11-17,9999-01-01,Sales
246146,Zhongwei,Melski,1965-01-30,1987-09-04,9999-01-01,Quality Management
246244,George,Casperson,1965-01-09,2000-01-20,9999-01-01,Human Resources
246364,Alper,Tiemann,1965-01-06,1998-10-29,9999-01-01,Development
246764,Shuzo,Czaja,1965-01-04,1997-11-29,9999-01-01,Sales
246798,Tianruo,Strooper,1965-01-09,2001-12-07,9999-01-01,Marketing
246902,Shih,Shanbhogue,1965-01-27,1998-04-19,9999-01-01,Human Resources
247089,Seongbae,Schahn,1965-01-17,1992-12-10,9999-01-01,Sales
247122,Xiaobin,Narlikar,1965-01-23,1992-02-14,9999-01-01,Human Resources
247447,Tzu,Bakhtari,1965-01-28,1994-03-18,9999-01-01,Production
247456,Masako,Bahk,1965-01-16,1997-07-31,9999-01-01,Production
247612,Chiranjit,Constantine,1965-01-04,1997-05-25,9999-01-01,Development
247875,Xiong,Anick,1965-01-02,1991-04-23,9999-01-01,Marketing
247888,Abdelghani,Lagarias,1965-01-15,1985-09-06,9999-01-01,Quality Management
248256,Sajjan,Falby,1965-01-05,1996-08-29,9999-01-01,Sales
248351,Jaana,Milicia,1965-02-01,1985-06-02,9999-01-01,Marketing
248758,Snehasis,Muhlberg,1965-02-01,1994-12-25,9999-01-01,Customer Service
248953,Percy,Sudbeck,1965-01-29,1996-08-29,9999-01-01,Production
249239,Hideyuki,Decleir,1965-01-21,1994-05-04,9999-01-01,Development
249325,Ute,Pokrovskii,1965-01-26,1997-06-09,9999-01-01,Sales
249433,Ayonca,Matzov,1965-01-16,1988-06-03,9999-01-01,Production
249504,Dmitry,Velardi,1965-01-07,1995-10-20,9999-01-01,Research
249780,Nechama,Gaughan,1965-01-12,1993-07-09,9999-01-01,Customer Service
249799,Jolita,Neimat,1965-01-04,1993-12-27,9999-01-01,Development
249866,Steen,Gubsky,1965-01-15,1989-01-14,9999-01-01,Sales
249969,Georgi,Luiz,1965-01-21,1991-06-10,9999-01-01,Production
250411,Ranga,Sommen,1965-01-27,1989-01-20,9999-01-01,Sales
250452,Alexius,Plavsic,1965-01-14,2000-01-17,9999-01-01,Development
250748,Kish,Turnbull,1965-01-27,1987-02-10,9999-01-01,Development
251166,Hinrich,Hooghiemstra,1965-01-22,1985-10-05,9999-01-01,Finance
251233,Yucel,Bernini,1965-01-07,1993-02-19,9999-01-01,Production
251301,Pintsang,Impagliazzo,1965-01-30,1989-05-06,9999-01-01,Sales
251341,Divier,Kumaresan,1965-01-11,1992-12-05,9999-01-01,Human Resources
251403,Utpal,DuBourdieux,1965-01-01,1997-11-19,9999-01-01,Development
251437,Shichao,Iwayama,1965-01-20,1989-10-17,9999-01-01,Development
251645,Bezalel,Tsunoo,1965-01-06,1992-06-17,9999-01-01,Sales
251680,Moty,Sommen,1965-01-05,1990-08-14,9999-01-01,Development
251814,Mitsuyuki,Zockler,1965-01-01,1998-09-14,9999-01-01,Production
252185,Chaosheng,Conta,1965-01-01,1997-04-14,9999-01-01,Quality Management
252316,Gill,Niizuma,1965-01-07,1994-10-08,9999-01-01,Development
252392,Sanjeeva,Peron,1965-01-01,1993-12-26,9999-01-01,Production
253029,Thodoros,Thimonier,1965-01-13,1995-04-05,9999-01-01,Quality Management
253707,Insup,Hainaut,1965-01-05,1998-02-11,9999-01-01,Sales
253838,Stafford,Terlouw,1965-01-28,1999-02-21,9999-01-01,Production
253893,Huiqun,Trystram,1965-01-04,1993-05-10,9999-01-01,Production
254044,Gunilla,Brendel,1965-01-16,1992-04-10,9999-01-01,Quality Management
254399,Armond,Lores,1965-01-24,1999-09-16,9999-01-01,Production
254821,Tonny,Couchot,1965-01-24,1994-12-12,9999-01-01,Sales
255466,Huan,Roccetti,1965-01-18,1985-07-03,9999-01-01,Production
255657,Oldrich,Cyre,1965-01-20,1985-02-10,9999-01-01,Development
255779,Heejo,Merle,1965-01-31,1997-09-04,9999-01-01,Production
256216,Halsur,Brodal,1965-01-01,1997-11-22,9999-01-01,Production
256856,Hongzue,Barbanera,1965-01-03,1987-06-17,9999-01-01,Human Resources
256881,Ioana,Jakobus,1965-01-03,1990-08-10,9999-01-01,Development
256888,Heather,Pehl,1965-01-03,1993-09-15,9999-01-01,Marketing
257062,Stabislas,Pardalos,1965-01-24,1989-06-21,9999-01-01,Development
257378,Pascal,Bernatsky,1965-01-06,1988-09-03,9999-01-01,Marketing
257469,Anyuan,Hanratty,1965-01-22,1988-01-06,9999-01-01,Finance
257484,Shaowei,Nicolson,1965-01-01,1986-12-07,9999-01-01,Human Resources
258028,Mountaz,Reinhart,1965-01-07,2001-07-03,9999-01-01,Research
258124,Mariusz,Zolotykh,1965-01-17,1990-07-28,9999-01-01,Sales
258470,Weiwu,Butner,1965-01-04,1995-02-14,9999-01-01,Sales
258643,Przemyslawa,Esposito,1965-01-11,1992-02-27,9999-01-01,Development
259042,Xiaoqiang,Farrow,1965-01-12,1997-01-01,9999-01-01,Sales
259237,Palash,Gammage,1965-01-27,1987-10-23,9999-01-01,Customer Service
259273,Xiahua,Gomatam,1965-01-22,1989-12-01,9999-01-01,Production
259611,Shuichi,Marrakchi,1965-01-27,1990-08-21,9999-01-01,Sales
259619,Conal,Magliocco,1965-01-21,1992-05-09,9999-01-01,Finance
259718,Stepehn,Bouloucos,1965-01-24,1993-12-13,9999-01-01,Development
260153,Mingdong,Baar,1965-01-28,1991-10-14,9999-01-01,Development
260249,Vugranam,Beausoleil,1965-01-22,1998-05-14,9999-01-01,Customer Service
260361,Reinhold,Rahier,1965-01-25,1997-10-09,9999-01-01,Production
260399,Hatem,Birsak,1965-01-30,1989-04-10,9999-01-01,Finance
260408,Sasan,Brookner,1965-01-19,1996-09-03,9999-01-01,Customer Service
260501,Dzung,Pargas,1965-01-14,1990-05-17,9999-01-01,Development
261184,Masako,Kornatzky,1965-01-30,1987-08-29,9999-01-01,Production
261631,Jianhua,Huttel,1965-01-08,1998-02-23,9999-01-01,Development
261662,Berni,Assaf,1965-01-11,1989-09-08,9999-01-01,Finance
261737,Mark,Lindqvist,1965-01-23,1990-11-22,9999-01-01,Production
261986,Gila,Ramsak,1965-01-21,1997-05-13,9999-01-01,Development
261990,Volkmar,Czaja,1965-01-16,1992-04-01,9999-01-01,Sales
262208,Mrinalini,Holburn,1965-01-16,1987-05-23,9999-01-01,Sales
262210,Chinho,Bottner,1965-01-22,1985-07-29,9999-01-01,Development
262328,Mayuko,Vural,1965-01-03,1997-12-24,9999-01-01,Sales
262439,Lorien,Lagarias,1965-01-30,1985-10-10,9999-01-01,Marketing
262636,Tamiya,Reutenauer,1965-01-04,1992-04-10,9999-01-01,Production
262752,Pramod,Bierman,1965-01-04,1997-12-12,9999-01-01,Development
262928,Piyush,Gill,1965-01-01,1995-02-20,9999-01-01,Quality Management
263012,Hideo,Buchter,1965-01-09,1999-05-01,9999-01-01,Human Resources
263186,Danny,Lowrie,1965-01-22,1995-09-13,9999-01-01,Development
263370,Shakhar,Ranze,1965-01-03,1999-05-29,9999-01-01,Sales
263439,Atreye,Kabayashi,1965-01-09,1986-12-15,9999-01-01,Development
263645,Mingsen,Lally,1965-01-19,1990-12-04,9999-01-01,Development
263649,Mechthild,Zongker,1965-01-17,1993-07-26,9999-01-01,Sales
263926,Fusako,Schwartzbauer,1965-01-03,1985-04-07,9999-01-01,Sales
264030,Zdislav,Solares,1965-01-15,1990-12-14,9999-01-01,Production
264167,Baoqiu,Tomescu,1965-01-25,1996-05-01,9999-01-01,Development
264322,Leandro,Swist,1965-01-03,1991-01-06,9999-01-01,Sales
264626,Noritoshi,Bakhtari,1965-01-13,1993-02-03,9999-01-01,Marketing
264939,Bogdan,Bahi,1965-01-10,1999-02-13,9999-01-01,Production
265039,Navid,Staudhammer,1965-01-03,1992-10-18,9999-01-01,Finance
265521,Kensei,Salverda,1965-01-04,1993-05-25,9999-01-01,Production
265558,Susuma,Kleiser,1965-01-31,1987-08-02,9999-01-01,Sales
265794,Miquel,Halloran,1965-01-15,1994-01-14,9999-01-01,Sales
265875,Fan,Marsiglia,1965-01-20,1989-09-03,9999-01-01,Production
266206,Zsolt,Anily,1965-02-01,1985-08-19,9999-01-01,Marketing
266249,Sumant,Nishimukai,1965-01-15,1991-03-28,9999-01-01,Sales
266310,Zvonko,Serdy,1965-01-23,1987-06-24,9999-01-01,Research
266644,Anwar,Gubsky,1965-01-08,1993-08-09,9999-01-01,Finance
266862,Mart,Plumb,1965-01-10,1986-04-21,9999-01-01,Research
266881,Mokhtar,Sabnani,1965-01-11,1997-02-04,9999-01-01,Marketing
267059,Moie,Tempesti,1965-01-09,1991-06-29,9999-01-01,Customer Service
267227,Susuma,Tagansky,1965-01-10,1995-01-22,9999-01-01,Production
267304,Jordanka,Axelband,1965-01-06,1994-06-27,9999-01-01,Sales
267667,Irena,Kaiserswerth,1965-01-05,1987-09-05,9999-01-01,Sales
268043,Narain,Mikschl,1965-01-28,1997-11-02,9999-01-01,Development
268191,LiMin,Teitelbaum,1965-01-07,1990-11-01,9999-01-01,Production
269728,Naftali,Kragelund,1965-01-12,1987-05-16,9999-01-01,Marketing
270084,Ulises,Frolund,1965-01-11,1986-07-26,9999-01-01,Marketing
270716,Shunichi,Baer,1965-01-19,1998-02-04,9999-01-01,Sales
270794,Dannz,Zhang,1965-02-01,1991-06-26,9999-01-01,Marketing
271106,Taisook,Kampfer,1965-01-10,1997-11-30,9999-01-01,Production
271219,Odoardo,Tyugu,1965-01-16,1994-11-07,9999-01-01,Production
272141,Tsutomu,Neiman,1965-01-13,1996-07-31,9999-01-01,Development
272285,Gully,Mitchem,1965-01-19,1986-01-22,9999-01-01,Customer Service
272316,Surveyors,Muhling,1965-01-05,1999-07-19,9999-01-01,Production
272452,Mitsuyuki,Isard,1965-01-10,2002-02-27,9999-01-01,Research
272599,Holgard,Hegner,1965-01-16,1993-07-15,9999-01-01,Marketing
272860,Minghong,Candan,1965-02-01,1994-02-10,9999-01-01,Production
273159,Divine,Hofmeyr,1965-01-26,1989-04-14,9999-01-01,Development
273286,Brigham,Asmuth,1965-01-26,1989-01-23,9999-01-01,Development
273396,Wayne,Baba,1965-01-10,1998-03-07,9999-01-01,Development
273806,Hongzhu,Beetstra,1965-01-01,1997-08-18,9999-01-01,Customer Service
273858,Gunilla,Matzen,1965-01-13,1990-12-28,9999-01-01,Sales
274071,Mingsen,Weiland,1965-01-01,1995-10-12,9999-01-01,Human Resources
274271,Prodip,Ritcey,1965-01-10,1986-09-10,9999-01-01,Sales
274369,Ranga,Waymire,1965-01-29,1997-01-27,9999-01-01,Research
274813,Yefim,Pettey,1965-01-10,1993-08-07,9999-01-01,Sales
275158,Satyanarayana,Brandsma,1965-01-07,1999-12-08,9999-01-01,Development
275263,Vojin,Laventhal,1965-01-21,1991-10-18,9999-01-01,Development
275444,Limsoon,Leppanen,1965-01-16,1993-01-21,9999-01-01,Development
275495,Shen,Yamaashi,1965-01-13,1995-02-19,9999-01-01,Sales
275801,Ayakannu,Heinisuo,1965-01-22,1986-06-28,9999-01-01,Sales
275881,Jiann,Munro,1965-01-08,1988-05-18,9999-01-01,Production
275994,Uma,Prampolini,1965-01-29,1991-02-21,9999-01-01,Production
276027,Holgard,Stavenow,1965-01-04,1986-02-28,9999-01-01,Research
276184,Mari,Swick,1965-01-10,1991-04-08,9999-01-01,Sales
276186,Sajjad,Vecchi,1965-01-30,1993-06-02,9999-01-01,Human Resources
276189,Isaac,Klerer,1965-01-10,1995-03-19,9999-01-01,Human Resources
276445,Atilio,Randi,1965-01-27,1988-07-02,9999-01-01,Production
276472,Hideyuki,Flanders,1965-01-27,1988-11-10,9999-01-01,Development
276563,Gift,Solares,1965-01-01,1995-08-01,9999-01-01,Customer Service
276868,Alois,Sanella,1965-01-19,1998-03-13,9999-01-01,Marketing
277316,Vitali,Rothenberg,1965-01-03,1989-10-04,9999-01-01,Sales
277362,Uzi,Kugler,1965-01-09,1991-01-12,9999-01-01,Customer Service
277420,Rayond,Schach,1965-01-16,1995-04-22,9999-01-01,Production
277777,Herbert,Itzigehl,1965-01-27,1990-07-04,9999-01-01,Development
277829,Michaela,Fandrianto,1965-01-22,1986-06-02,9999-01-01,Development
278239,Boaz,Bottner,1965-01-19,1994-02-06,9999-01-01,Research
278386,Caolyn,Poujol,1965-01-15,1995-12-03,9999-01-01,Quality Management
278452,Sudhanshu,Toyoshima,1965-01-07,1987-08-29,9999-01-01,Human Resources
278536,Munenori,Shobatake,1965-01-14,1992-01-10,9999-01-01,Marketing
278549,Jaana,Werthner,1965-01-02,1989-07-27,9999-01-01,Sales
278953,Jeanna,Ghandeharizadeh,1965-01-26,1990-08-11,9999-01-01,Development
279115,Maren,DuCasse,1965-01-05,1997-11-29,9999-01-01,Development
279280,Niranjan,Debuse,1965-01-09,1992-09-21,9999-01-01,Production
279791,Chiranjit,Lyonns,1965-01-10,1986-12-24,9999-01-01,Development
280070,Niteen,Ebeling,1965-01-24,1988-03-29,9999-01-01,Human Resources
280291,Lenore,Badache,1965-01-26,1998-11-24,9999-01-01,Customer Service
280420,Jahangir,Hofting,1965-01-31,1986-09-28,9999-01-01,Sales
280525,Kish,Herbst,1965-01-13,1996-08-18,9999-01-01,Sales
280648,Heeju,Lorys,1965-01-04,1986-12-27,9999-01-01,Production
281570,Zijian,Covnot,1965-01-08,1994-09-13,9999-01-01,Development
281692,Khosrow,Sommen,1965-01-06,1990-03-03,9999-01-01,Quality Management
281848,Parke,Staylopatis,1965-01-29,1993-07-31,9999-01-01,Development
281859,Masanao,Papastamatiou,1965-01-17,1985-11-25,9999-01-01,Production
282191,Alper,Shinomoto,1965-01-16,1997-10-20,9999-01-01,Development
282333,Nahla,Serdy,1965-01-25,1993-09-09,9999-01-01,Research
282343,Xinglin,Haldar,1965-01-13,1988-07-20,9999-01-01,Sales
282547,Nahum,Codenie,1965-01-18,1999-06-14,9999-01-01,Development
282585,Zijian,Lammel,1965-01-03,1996-07-01,9999-01-01,Customer Service
282894,Fay,Bellmore,1965-01-05,1989-05-03,9999-01-01,Development
284300,Ishfaq,Mahmud,1965-01-22,1991-11-29,9999-01-01,Marketing
284431,Pintsang,Fujisawa,1965-01-25,1996-04-16,9999-01-01,Sales
284561,Duri,Beznosov,1965-01-03,1988-02-15,9999-01-01,Quality Management
284687,Oksana,Redmiles,1965-01-15,1985-06-22,9999-01-01,Development
284691,Theron,Ressouche,1965-01-04,1988-08-17,9999-01-01,Development
284711,Martijn,Azevdeo,1965-01-21,1988-02-10,9999-01-01,Development
284717,Gal,Ranta,1965-01-11,1992-11-07,9999-01-01,Development
284856,Moto,Kobara,1965-01-05,1991-12-12,9999-01-01,Quality Management
284954,Anneke,Hammerschmidt,1965-01-16,1996-01-30,9999-01-01,Quality Management
285164,Xiaocheng,Kumaresan,1965-01-02,1994-10-03,9999-01-01,Sales
285396,Lena,Kohling,1965-01-27,1986-10-04,9999-01-01,Development
285905,Kellyn,Bage,1965-01-09,1994-11-04,9999-01-01,Research
285906,Arnould,Buescher,1965-01-02,1998-03-26,9999-01-01,Development
286026,Utpal,Zaumen,1965-01-21,1991-02-25,9999-01-01,Sales
286029,Jaques,Nanard,1965-01-28,1996-07-16,9999-01-01,Customer Service
286370,Toshimitsu,Seuren,1965-01-06,1995-01-19,9999-01-01,Human Resources
286452,Behnaam,Bierbaum,1965-01-26,1999-01-31,9999-01-01,Development
286573,Nahum,Nishimukai,1965-01-27,1994-07-29,9999-01-01,Production
286779,Sigeru,Versino,1965-01-24,1998-08-31,9999-01-01,Production
286986,Woody,Trelles,1965-01-01,1996-05-23,9999-01-01,Development
287323,Steve,Dengi,1965-02-01,1999-09-15,9999-01-01,Sales
287327,Youjian,Felder,1965-01-13,1993-07-15,9999-01-01,Human Resources
287334,Elliott,Speer,1965-01-05,1998-08-08,9999-01-01,Production
287482,Shigeaki,Gihr,1965-01-01,1994-03-18,9999-01-01,Quality Management
287583,Jovan,Hockney,1965-01-18,1990-06-21,9999-01-01,Production
287609,Sailaja,Negoita,1965-01-06,1988-01-20,9999-01-01,Development
287713,Aamod,Ranka,1965-01-23,1992-12-07,9999-01-01,Finance
287808,Vidar,Ozeki,1965-01-09,1996-06-17,9999-01-01,Development
287983,Randi,Munos,1965-01-23,1990-09-07,9999-01-01,Marketing
287984,Troy,Kobuchi,1965-01-09,1991-02-12,9999-01-01,Development
288028,Kauko,Narwekar,1965-01-22,1985-12-16,9999-01-01,Development
288142,Shay,Heystek,1965-01-25,1989-04-01,9999-01-01,Sales
288166,Masoud,Asmuth,1965-01-11,1994-09-05,9999-01-01,Human Resources
288560,Yifei,Birjandi,1965-01-16,1994-02-07,9999-01-01,Marketing
288563,Cristinel,Gerlach,1965-01-02,1996-01-09,9999-01-01,Production
288606,Susumu,Swiss,1965-01-21,1991-11-15,9999-01-01,Sales
288665,Horward,Khasidashvili,1965-01-31,1998-11-19,9999-01-01,Development
288893,Bedrich,Rosenbaum,1965-01-30,1991-01-27,9999-01-01,Development
289454,Bowen,Narwekar,1965-01-20,1985-03-08,9999-01-01,Development
289687,Fai,Maccarone,1965-01-31,1985-10-30,9999-01-01,Research
289807,Soenke,Lemarechal,1965-01-04,1994-09-04,9999-01-01,Customer Service
289909,Hilari,Vecchio,1965-01-09,1993-04-24,9999-01-01,Sales
290009,Zijian,Rindone,1965-01-22,1989-07-09,9999-01-01,Human Resources
290075,Boalin,Byoun,1965-01-15,1990-10-01,9999-01-01,Human Resources
290284,Kwangjo,Menhardt,1965-01-08,1996-01-11,9999-01-01,Development
290441,Gregory,Collavizza,1965-01-25,1987-09-09,9999-01-01,Sales
290467,Shaowen,Poulakidas,1965-01-29,1987-04-15,9999-01-01,Research
290478,Tsvetan,Sherertz,1965-01-03,1989-08-07,9999-01-01,Quality Management
290563,Shigehiro,Oxenboll,1965-01-09,1986-02-26,9999-01-01,Production
290769,Lalit,Blokdijk,1965-01-26,1999-02-01,9999-01-01,Development
291352,Danai,Trelles,1965-01-07,1997-08-26,9999-01-01,Research
291612,Siamak,Gomatam,1965-01-30,1998-07-08,9999-01-01,Development
291669,Faiza,Bach,1965-01-04,1999-09-13,9999-01-01,Development
292110,Menkae,Showalter,1965-01-23,1996-08-09,9999-01-01,Development
292146,Khatoun,Pulkowski,1965-01-09,2002-01-09,9999-01-01,Development
292210,Masaru,Huhdanpaa,1965-01-17,1996-11-23,9999-01-01,Development
292404,Hongzue,Zultner,1965-01-28,1990-02-22,9999-01-01,Research
292504,Georgi,Bednarek,1965-01-27,1994-03-02,9999-01-01,Quality Management
292515,Bernd,Thummel,1965-01-04,1989-08-03,9999-01-01,Development
292828,Ziya,Tokunaga,1965-01-10,1986-01-08,9999-01-01,Production
293080,Hideyuki,Slaats,1965-01-12,1987-05-30,9999-01-01,Human Resources
293154,Syozo,Maliniak,1965-01-21,1993-06-06,9999-01-01,Marketing
293280,Moti,Steenbeek,1965-01-24,1987-01-22,9999-01-01,Development
293329,Fumiya,Griswold,1965-01-15,1986-06-12,9999-01-01,Development
293746,Sanjay,Litecky,1965-01-25,1995-08-27,9999-01-01,Development
293752,Jungsoon,Bail,1965-01-04,1986-02-18,9999-01-01,Sales
294144,Takanari,Ermel,1965-01-09,1992-01-11,9999-01-01,Sales
294241,Marl,Fiebach,1965-01-12,1994-07-26,9999-01-01,Finance
294446,Claudi,Ruemmler,1965-01-27,1999-08-13,9999-01-01,Finance
294461,Siddarth,Rosiles,1965-01-14,1985-11-18,9999-01-01,Development
294527,Ashish,Candan,1965-01-04,1992-02-02,9999-01-01,Marketing
294652,Hironobu,Brodie,1965-01-27,1998-12-21,9999-01-01,Research
294791,Vesna,Lammel,1965-01-28,1999-10-08,9999-01-01,Development
294857,Caolyn,Ozeri,1965-01-15,1986-07-29,9999-01-01,Development
295030,Fun,Keirsey,1965-01-01,1985-07-09,9999-01-01,Customer Service
295236,Kauko,Fujisawa,1965-01-24,1987-09-13,9999-01-01,Development
295254,Xuejun,Pfau,1965-01-15,1985-07-24,9999-01-01,Human Resources
295255,Jacopo,Bellone,1965-01-04,1988-03-13,9999-01-01,Production
295262,Moon,Pews,1965-01-22,1994-08-06,9999-01-01,Production
295268,Eben,Calkin,1965-01-28,1996-12-19,9999-01-01,Human Resources
295278,Val,Barvinok,1965-01-04,1990-01-02,9999-01-01,Development
295411,Chiranjit,Serot,1965-01-18,1997-04-04,9999-01-01,Sales
295857,Kankanahalli,Ciolek,1965-01-17,1989-12-26,9999-01-01,Human Resources
296062,Shaz,Driscoll,1965-01-29,1998-10-03,9999-01-01,Research
296303,Mariangiola,Heyers,1965-01-28,1992-08-04,9999-01-01,Development
296428,Charmane,Simmen,1965-01-03,1989-03-07,9999-01-01,Sales
296664,Dipayan,Geffroy,1965-01-31,1987-09-17,9999-01-01,Production
296687,Palash,Spieker,1965-01-02,1991-05-11,9999-01-01,Research
296718,Kamakshi,Bahl,1965-01-30,1987-12-22,9999-01-01,Production
297232,Lokesh,Saoudi,1965-01-16,1999-05-25,9999-01-01,Sales
297431,Cathie,Ratnakar,1965-01-12,1996-06-23,9999-01-01,Marketing
297474,Irena,Terkki,1965-01-13,1998-03-11,9999-01-01,Research
297905,Marc,Bahl,1965-01-12,1997-06-18,9999-01-01,Development
297954,Sailaja,Fujisaki,1965-01-13,1995-07-24,9999-01-01,Production
298339,King,Benzmuller,1965-01-11,1986-09-04,9999-01-01,Development
298577,Florina,Litecky,1965-01-11,1985-12-02,9999-01-01,Finance
298953,Zita,Syang,1965-02-01,1998-12-29,9999-01-01,Finance
299346,Fumitake,Sichman,1965-01-09,1991-02-21,9999-01-01,Human Resources
299580,Luisa,Itzfeldt,1965-01-21,1997-01-23,9999-01-01,Quality Management
299718,Denny,Shobatake,1965-01-15,1997-06-22,9999-01-01,Research
299737,Patricio,Itzfeldt,1965-02-01,1985-05-21,9999-01-01,Sales
400046,Hilari,Christ,1965-01-12,1996-10-07,9999-01-01,Development
400358,Angus,Jullig,1965-01-31,1989-04-13,9999-01-01,Development
400683,Kamakshi,Manders,1965-01-28,1995-08-05,9999-01-01,Sales
400780,Poornachandra,Asser,1965-01-09,1993-11-07,9999-01-01,Development
400796,Bodo,Halevi,1965-01-10,1996-05-30,9999-01-01,Development
401154,Danae,Kragelund,1965-01-27,1987-05-20,9999-01-01,Human Resources
401278,Oguz,Schurmann,1965-01-16,1986-11-11,9999-01-01,Production
401333,Martins,Shokrollahi,1965-01-30,1986-11-04,9999-01-01,Production
401420,Florian,Uhrig,1965-01-06,1987-01-31,9999-01-01,Customer Service
401574,Yannik,Falco,1965-01-13,1988-01-15,9999-01-01,Production
402025,Shigehito,Duclos,1965-01-20,1987-09-20,9999-01-01,Quality Management
402102,Kersti,Granlund,1965-01-21,1995-03-19,9999-01-01,Development
402664,Subhada,Janetzko,1965-01-04,1987-01-25,9999-01-01,Production
402718,Jeanna,Rettelbach,1965-01-17,1990-02-14,9999-01-01,Development
402827,Weidon,Pollacia,1965-01-28,2002-03-24,9999-01-01,Human Resources
403010,Toshimitsu,Sluis,1965-01-16,1985-02-18,9999-01-01,Development
403621,Deborah,Kaminger,1965-01-07,1988-06-04,9999-01-01,Marketing
403644,Krisda,Hainaut,1965-01-19,1995-07-08,9999-01-01,Human Resources
403954,Jeanna,Bratten,1965-01-10,1990-07-26,9999-01-01,Development
404018,Valery,Babb,1965-01-11,1998-10-19,9999-01-01,Development
404236,Zengping,Kakkar,1965-01-12,1988-07-22,9999-01-01,Development
404462,Anestis,Setlzner,1965-01-09,1985-07-13,9999-01-01,Development
404573,Eberhardt,Spelt,1965-01-31,1997-07-05,9999-01-01,Human Resources
404755,Manu,Junet,1965-01-13,1991-04-20,9999-01-01,Marketing
404788,Basem,Beausoleil,1965-01-16,1998-03-16,9999-01-01,Development
405015,Morris,Fargier,1965-01-02,1988-06-29,9999-01-01,Sales
405063,Yechezkel,Yurov,1965-01-26,2001-11-16,9999-01-01,Production
406125,Georgi,Portugali,1965-01-25,1987-09-27,9999-01-01,Production
406239,Marek,Tomescu,1965-01-09,1995-05-15,9999-01-01,Development
406564,Parviz,Picco,1965-01-25,1995-04-16,9999-01-01,Development
406714,Malu,Ossenbruggen,1965-02-01,1986-11-21,9999-01-01,Research
406847,Alexius,Crouzet,1965-01-24,1999-10-05,9999-01-01,Sales
407522,Tommaso,Raczkowsky,1965-01-25,1996-08-29,9999-01-01,Finance
407837,Fei,Erez,1965-02-01,1988-04-02,9999-01-01,Quality Management
408019,Shridhar,Chleq,1965-01-01,1986-03-22,9999-01-01,Production
408114,Geoffrey,Ladret,1965-01-05,1994-01-03,9999-01-01,Development
408163,Irene,Sethi,1965-01-21,2000-08-12,9999-01-01,Development
408417,Tsz,Daescu,1965-01-19,1994-09-28,9999-01-01,Sales
408437,Uno,Solares,1965-01-29,1994-09-22,9999-01-01,Customer Service
408447,Mayuri,Werthner,1965-01-13,2001-02-20,9999-01-01,Sales
408654,Yongqiao,Cochrane,1965-01-09,1986-10-27,9999-01-01,Customer Service
408953,Jolita,Claffy,1965-01-26,1993-12-24,9999-01-01,Development
409391,Willard,Verspoor,1965-01-06,1999-02-28,9999-01-01,Production
409798,Dekang,Tsunoo,1965-01-15,1995-01-19,9999-01-01,Production
409805,Frazer,Candan,1965-01-15,1999-03-05,9999-01-01,Quality Management
409898,Divier,Ishibashi,1965-02-01,1989-09-22,9999-01-01,Development
410028,Xiadong,McClurg,1965-01-11,1985-09-17,9999-01-01,Human Resources
410372,Duri,Mitina,1965-01-08,1990-03-04,9999-01-01,Development
410433,Kazuhisa,Riesenhuber,1965-01-19,1992-10-06,9999-01-01,Production
410616,Gudjon,Kalorkoti,1965-01-18,1994-04-14,9999-01-01,Development
410804,Ronnie,Denos,1965-01-17,1992-06-08,9999-01-01,Production
410881,Koichi,Grabner,1965-01-06,2000-04-05,9999-01-01,Quality Management
